220,9931.79
221,9936.81
222,9938.46
223,9912.52
224,9892.72
225,9935.29
226,9925.34
227,9921.56
228,9942.08
229,9920
230,9896.87
231,9889.56
232,9840.66
233,9829.08
234,9825.34
235,9829.34
236,9830
237,9830
238,9860
239,9870
240,9850
241,9880
242,9900
243,9920
244,9940
245,9940
246,9960
247,9990
248,10020
249,10010
250,10000
251,10000
252,10000
253,10664.35
254,10693.83
255,10706.21
256,10700.12
257,10695.75
258,10698.49
259,10706.46
260,10708.83
261,10702.47
262,10681.91
263,10643.52
264,10602.6
265,10073.47
266,10038
267,10014.6
268,9993.3
269,9966.4
270,9937.03
271,9904.86
272,9873.04
273,9847.48
274,9835.18
275,9830.2
276,9828.2
277,9836.28
278,9836.88
279,9827.26
280,9804.94
281,9786.65
282,9777.33
283,9776.7
284,9780
285,9790
286,9800
287,9800
288,9810
289,9840
290,9820
291,9800
292,9800
293,9810
294,9820
295,9840
296,9840
297,9840
298,9830
299,9820
300,9810
301,9570
302,9540
303,9540
304,9540
305,9540
306,9540
307,9530
308,9510
309,9500
310,9490
311,9484.89
312,9478.93
313,9472.03
314,9490.81
315,9516.45
316,9552.65
317,9590
318,9610
319,9640
320,9680
321,9710
322,9750
323,9800
324,9860
325,10690
326,10730
327,10740
328,10720
329,10680
330,10660
331,10640
332,10640
333,10650
334,10379.85
335,10394.33
336,10408.28
337,10422.12
338,10429.7
339,10435.6
340,10441.32
341,10445.99
342,10447.78
343,10445.19
344,10432.53
345,10417.19
346,10211.48
347,10190.42
348,10173.57
349,10158.52
350,10144.96
351,10132.83
352,10120.11
353,10107.46
354,10096.96
355,10089.47
356,10084.38
357,10081.73
358,10068.35
359,10071.3
360,10064.66
361,10055.63
362,10046.21
363,10038.08
364,10032.37
365,10030
366,10020
367,10020
368,10020
369,10020
370,9970
371,9970
372,9970
373,9980
374,9980
375,9990
376,10000
377,10000
378,10000
379,10000
380,10000
381,10000
382,9980
383,9990
384,9990
385,9980
386,9980
387,9980
388,9980
389,9980
390,9980
391,9980
392,9973.96
393,9972.7
394,9948.47
395,9952.21
396,9960.17
397,9964.88
398,9970
399,9970
400,9980
401,9980
402,9980
403,9980
404,9990
405,10000
406,10080
407,10080
408,10080
409,10080
410,10070
411,10070
412,10070
413,10060
414,10070
415,10753.28
416,10787.29
417,10798.97
418,10786.32
419,10778
420,10779.69
421,10788.39
422,10790.04
423,10781.13
424,10754.96
425,10708.53
426,10659.65
427,10031.68
428,9992.1
429,9966.89
430,9943.83
431,9912.99
432,9878.39
433,9840.26
434,9802.54
435,9772.3
436,9758.35
437,9753.18
438,9751.17
439,9763.42
440,9763.29
441,9752.78
442,9726.44
443,9705.45
444,9695.76
445,9696.66
446,9710
447,9720
448,9730
449,9740
450,9740
451,9800
452,9770
453,9750
454,9750
455,9760
456,9770
457,9790
458,9790
459,9790
460,9780
461,9770
462,9750
463,9440
464,9410
465,9410
466,9410
467,9410
468,9400
469,9390
470,9370
471,9350
472,9340
473,9333.08
474,9325.44
475,9307.4
476,9330.57
477,9362.1
478,9409.06
479,9450
480,9490
481,9530
482,9570
483,9620
484,9670
485,9740
486,9820
487,10910
488,10970
489,10990
490,10950
491,10910
492,10880
493,10860
494,10850
495,10860
496,9960
497,9910
498,9950
499,9940
500,9970
501,10010
502,9960
503,9990
504,9960
505,9850
506,9890
507,9870
508,9880
509,9890
510,9850
511,9910
512,9750
513,9740
514,9650
515,9720
516,9600
517,9600
518,9530
519,9910
520,9820
521,9520
522,9600
523,9560
524,9590
525,9550
526,9590
527,9630
528,9530
529,9660
530,9610
531,9590
532,9690
533,9590
534,9590
535,9650
536,9740
537,9720
538,9760
539,9820
540,9840
541,9970
542,9800
543,9730
544,9750
545,9790
546,9840
547,9836
548,9860
549,9830
550,9880
551,9890
552,9870
553,9880
554,9840
555,9850
556,9860
557,9820
558,9790
559,9783
560,9722
561,9725
562,9771
563,9765
564,9777
565,9818
566,9819
567,9824
568,9806
569,9804
570,9829
571,9835
572,9873
573,9876
574,9882
575,9866
576,9877
577,9865
578,9864
579,9865
580,9892
581,9969
582,9993
583,10026
584,10048
585,10096
586,10181
587,10174
588,10175
589,10143
590,10161
591,10169
592,10167
593,10087
594,10048
595,10025
596,10041
597,10015
598,9984
599,9965
600,9972
601,9976
602,9968
603,9963
604,9954
605,9953
606,9952
607,9974
608,9961
609,9967
610,9961
611,9961
612,9976
613,10000
614,10028
615,10062
616,10057
617,10100
618,10146
619,10181
620,10191
621,10185
622,10213
623,10244
624,10254
625,10307
626,10353
627,10332
628,10350
629,10372
630,10371
631,10463
632,10490
633,10548
634,10541
635,10511
636,10478
637,10460
638,10397
639,10365
640,10313
641,10212
642,10119
643,10012
644,9955
645,9863
646,9828
647,9807
648,9785
649,9767
650,9814
651,9820
652,9856
653,9978
654,10080
655,10055
656,10097
657,10117
658,10140
659,10180
660,10196
661,10209
662,10217
663,10246
664,10258
665,10325
666,10353
667,10379.85
668,10408.81
669,10436.14
670,10463.54
671,10459.92
672,10464.98
673,10475.43
674,10478.51
675,10461.92
676,10422.17
677,10308.55
678,10252.34
679,10211.48
680,10169.44
681,10140.06
682,10113.68
683,10091.13
684,10072.63
685,10044.49
686,10019.73
687,10013.9
688,10022.76
689,10033.88
690,10052.78
691,10068.35
692,10074.25
693,10051.4
694,10028.56
695,10008.57
696,9997.45
697,9998.1
698,10000.43
699,9993.83
700,9997.08
701,10010.81
702,10000.55
703,9965.47
704,9967.01
705,9979.08
706,9994.25
707,10016.9
708,10023
709,10025.67
710,10024.32
711,10010.98
712,10003.96
713,9987.19
714,9984.17
715,9984.54
716,9986.58
717,9985.57
718,9976.56
719,9971.06
720,9976.76
721,9972.38
722,9967.4
723,9974.91
724,9960
725,9956.1
726,9958.84
727,9948.47
728,9955.94
729,9976.11
730,9979.03
731,9980
732,9990
733,10000
734,10000
735,10000
736,10010
737,10040
738,10080
739,10080
740,10080
741,10070
742,10070
743,10060
744,10050
745,10050
746,10060
747,10070
748,10753.28
749,10787.29
750,10798.97
751,10786.32
752,10778
753,10779.69
754,10788.39
755,10790.04
756,10781.13
757,10754.96
758,10708.53
759,10659.65
760,10031.68
761,9992.1
762,9966.89
763,9943.83
764,9912.99
765,9878.39
766,9840.26
767,9802.54
768,9772.3
769,9758.35
770,9753.18
771,9751.17
772,9763.42
773,9763.29
774,9752.78
775,9726.44
776,9705.45
777,9695.76
778,9696.66
779,9710
780,9720
781,9730
782,9740
783,9740
784,9800
785,9770
786,9750
787,9750
788,9760
789,9770
790,9790
791,9790
792,9790
793,9780
794,9770
795,9750
796,9440
797,9410
798,9410
799,9410
800,9410
801,9400
802,9390
803,9370
804,9350
805,9340
806,9333.08
807,9325.44
808,9307.4
809,9330.57
810,9362.1
811,9409.06
812,9450
813,9490
814,9530
815,9570
816,9620
817,9670
818,9740
819,9820
820,10910
821,10970
822,10990
823,10950
824,10910
825,10880
826,10860
827,10850
828,10860
829,10080
830,10070
831,10110
832,10060
833,10090
834,10070
835,10030
836,10020
837,9960
838,9980
839,9920
840,9930
841,9930
842,9970
843,9940
844,9840
845,9730
846,9650
847,9620
848,9460
849,9460
850,9450
851,9400
852,9390
853,9360
854,9380
855,9380
856,9480
857,9470
858,9530
859,9630
860,9670
861,9700
862,9800
863,9860
864,9900
865,10050
866,10070
867,10090
868,10190
869,10310
870,10440
871,10530
872,10490
873,10550
874,10720
875,10640
876,10640
877,10610
878,10580
879,10460
880,10271
881,10180
882,10100
883,10040
884,10010
885,9980
886,9870
887,9780
888,9650
889,9630
890,9550
891,9520
892,9524
893,9535
894,9544
895,9662
896,9726
897,9741
898,9744
899,9830
900,9878
901,9935
902,10024
903,10131
904,10383
905,10586
906,10669
907,10534
908,10315
909,10226
910,10237
911,10237
912,10235
913,10206
914,10273
915,10408
916,10462
917,10463
918,10507
919,10616
920,10712
921,10806
922,10815
923,10867
924,11019
925,11085
926,11074
927,10944
928,10780
929,10714
930,10761
931,10790
932,10824
933,10722
934,10713
935,10726
936,10624
937,10562
938,10453
939,10455
940,10417
941,10416
942,10345
943,10264
944,10339
945,10480
946,10480
947,10446
948,10441
949,10380
950,10338
951,10360
952,10382
953,10283
954,10293
955,10313
956,10287
957,10248
958,10215
959,10223
960,10250
961,10311
962,10483
963,10601
964,10653
965,10716
966,10872
967,10896
968,10919
969,11010
970,11171
971,11195
972,11083
973,10767
974,10195
975,9813
976,9557
977,9428
978,9257
979,9189
980,9116
981,9040
982,8993
983,9025
984,9138
985,9277
986,9733
987,10198
988,10549
989,10676
990,10738
991,10850
992,10879
993,10779
994,10569
995,10499
996,10490
997,10580
998,10694
999,10667
1000,10753.28
1001,10821.18
1002,10822.14
1003,10749.03
1004,10745.35
1005,10788.07
1006,10840.45
1007,10801.49
1008,10710.85
1009,10524.32
1010,10260.62
1011,10143.15
1012,10031.68
1013,9952.91
1014,9917.07
1015,9875.6
1016,9791.37
1017,9707.17
1018,9613.41
1019,9540.57
1020,9531.92
1021,9632.46
1022,9700.93
1023,9728.7
1024,9763.42
1025,9763.16
1026,9731.83
1027,9647.78
1028,9621.41
1029,9646.79
1030,9702.19
1031,9786.27
1032,9825.33
1033,9802.84
1034,9809.47
1035,9821.75
1036,9795.44
1037,9745.51
1038,9704.83
1039,9739.08
1040,9805.06
1041,9847.4
1042,9878.19
1043,9834.68
1044,9760.76
1045,9704.9
1046,9651.13
1047,9570.51
1048,9439.51
1049,9376.44
1050,9407.34
1051,9408.21
1052,9405.33
1053,9376.47
1054,9305.08
1055,9233.92
1056,9228.09
1057,9240
1058,9235.86
1059,9239.06
1060,9307.4
1061,9353.98
1062,9425.5
